Category	Bin	Completeness	Contamination	GC_content	N50	N_contigs	Size	Classification	p	c	o	f	g	s	Annotated.at.the.species.level
Clinical	SRR12442171_bin.7	98.56	0.57	29.52	68838	58	1659693	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E bromii_B	Yes
Clinical	SRR13077771_bin.7	100	0	32.5	111900	32	1689018	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes hadrus	Yes
Clinical	SRR12442171_bin.26	99.45	0.73	39	119259	20	1693855	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hominisplanchenecus	s__Hominisplanchenecus faecis	Yes
Clinical	SRR16124316_bin.3	92.86	1.506	0.462	7985	307	1705504	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	s__	No
Animal	ERR2027894_bin.35	93.62	0	0.441	45809	54	1725843	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA629	s__UBA629 sp900316665	Yes
Animal	SRR29536167_bin.19	94.25	0.158	0.468	25410	125	1735915	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Avilachnospira	s__Avilachnospira sp944381575	Yes
Clinical	SRR13077846_bin.65	99.7	0.63	50.19	298640	11	1750042	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea	s__Dorea formicigenerans	Yes
Clinical	SRR13077741_bin.24	99.48	0	32.55	380676	11	1869005	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217 sp000436335	Yes
Animal	ERR2027908_bin.41	90.22	1.898	0.535	25856	113	1892872	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Porcincola	s__Porcincola sp902799015	Yes
Animal	SRR29757210_bin.24	90.71	0.559	0.289	4461	67	1927436	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__Tyzzerella	s__Tyzzerella sp944381435	Yes
Clinical	SRR12557707_bin.49	90.58	0.632	0.449	17061	162	1952639	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__HGM12587	s__	No
Clinical	SRR17648392_bin.8	90.78	0.584	0.422	61394	49	1974913	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter sp900752395	Yes
Clinical	SRR12328938_bin.18	96.52	0	39.96	82137	54	1981631	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__Eubacterium_I ramulus	Yes
Clinical	SRR12442171_bin.28	91.94	0.48	42.57	20647	175	1986613	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp000431375	Yes
Clinical	SRR12442174_bin.22	99.45	0.73	37.53	55819	55	1993934	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E bromii_B	Yes
Animal	SRR14202253_bin.15	98.65	0	0.315	86273	42	2005982	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__Gallispira	s__Gallispira sp900543365	Yes
Animal	SRR14202212_bin.18	96.64	0	0.37	132252	30	2010968	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum sp905214825	Yes
Animal	ERR2282092_bin.43	95.49	3.859	0.525	21047	128	2018719	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA2912	s__UBA2912 sp900317095	Yes
Clinical	ERR1995257_bin.6	100	0	0.292	101954	36	2019570	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG115	s__RUG115 sp900066395	Yes
Animal	ERR2027905_bin.45	94.44	0.241	0.462	103457	37	2023991	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA629	s__UBA629 sp900316625	Yes
Animal	ERR2027890_bin.17	96.97	0	0.345	88297	73	2026705	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-603	s__CAG-603 sp900315425	Yes
Animal	SRR14202238_bin.36	92.93	0.292	0.399	46405	57	2035887	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__	No
Animal	ERR2027899_bin.8	92.39	2.221	0.47	69089	51	2042430	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Weimeria	s__Weimeria sp900317825	Yes
Clinical	SRR14355343_bin.82	91.61	3.855	0.551	12476	230	2051159	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium sp900770445	Yes
Clinical	ERR1995253_bin.8	93.8	2.819	0.392	8072	377	2062807	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Terrisporobacter	s__Terrisporobacter sp900557165	Yes
Animal	ERR2282092_bin.42	93.95	2.013	0.531	57019	67	2065622	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA2912	s__UBA2912 sp900314775	Yes
Animal	ERR2027904_bin.43	93.45	1.645	0.509	10003	295	2093879	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bilifractor	s__Bilifractor sp900317175	Yes
Animal	ERR2027907_bin.17	91.32	0.949	0.537	39202	87	2096264	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Porcincola	s__Porcincola sp902800805	Yes
Animal	SRR29757222_bin.13	95.6	4.228	0.53	5767	33	2103254	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas avistercoris	Yes
Clinical	SRR18191138_bin.50	95.61	0.194	0.526	117035	27	2109905	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Massilistercora	s__Massilistercora timonensis	Yes
Clinical	SRR21144642_bin.13	98.73	0.632	0.552	69016	38	2124034	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Stomatobaculum	s__Stomatobaculum longum_A	Yes
Animal	ERR2027896_bin.8	91.39	1.621	0.453	18472	171	2134597	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp900318295	Yes
Animal	ERR2027895_bin.30	94.2	0.362	0.439	28597	147	2138517	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA629	s__UBA629 sp900317915	Yes
Animal	SRR29536183_bin.8	94.77	0.969	0.433	37628	272	2142622	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	No
Animal	SRR14202215_bin.7	97.46	0.632	0.402	85010	40	2149476	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__	No
Clinical	CRR057291_bin.14	96.64	0.782	0.367	123337	30	2161369	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp900552795	Yes
Clinical	SRR12557734_bin.283	90.64	2.077	0.428	16841	197	2161487	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp934365945	Yes
Animal	ERR2027892_bin.14	90.77	0	0.52	91251	33	2186659	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA1066	s__UBA1066 sp900319795	Yes
Animal	SRR20930592_bin.22	92.4	0.632	0.465	76014	59	2186972	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	No
Animal	SRR20930608_bin.27	90.05	0.584	0.409	89941	49	2198812	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__An181	s__An181 sp910585545	Yes
Clinical	SRR12442171_bin.10	93.09	3.59	55.09	5835	516	2213757	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp000431375	Yes
Animal	ERR2282092_bin.91	98.88	0.061	0.429	85787	47	2215972	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	s__	No
Clinical	SRR12557734_bin.182	95.54	4.865	0.389	35004	100	2217942	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp900547255	Yes
Animal	ERR2027906_bin.39	96.49	0.318	0.524	40981	89	2226711	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bilifractor	s__Bilifractor sp900318405	Yes
Animal	SRR29536164_bin.6	92	2.046	0.45	56390	181	2227548	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	No
Clinical	SRR20677854_bin.26	94.19	0.184	0.379	7394	380	2237664	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__V9D3004	s__V9D3004 sp900760345	Yes
Animal	SRR14202214_bin.19	94.15	0.292	0.435	71335	52	2240692	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_B	s__Dorea_B phocaeensis	Yes
Animal	ERR2027904_bin.46	94.72	0.632	0.488	22513	151	2241273	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium sp900315665	Yes
Animal	SRR29757231_bin.24	93.68	1.677	0.454	9144	79	2243198	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__	No
Animal	SRR28497696_bin.80	97.31	0.671	0.404	79363	110	2243622	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__	No
Clinical	SRR12557704_bin.20	93.44	3.059	0.47	32052	111	2249604	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-510	s__	No
Clinical	SRR17048906_bin.14	94.96	0	0.343	11802	289	2251593	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-303	s__CAG-303 sp900539455	Yes
Environment	ERR1713390_bin.22	91.62	0	0.421	6693	419	2251907	d__Bacteria	p__Bacillota_A	c__Thermosediminibacteria	o__Thermosediminibacterales	f__Tepidanaerobacteraceae	g__DTU063	s__DTU063 sp001512695	Yes
Animal	ERR2027894_bin.52	96.73	0	0.382	57786	65	2263355	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG191	s__RUG191 sp900316395	Yes
Animal	ERR2027892_bin.65	94.09	0.161	0.415	261158	20	2268260	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG306	s__RUG306 sp900317755	Yes
Clinical	SRR12442179_bin.38	98.42	0.63	55.64	74038	93	2268406	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas sp900066535	Yes
Clinical	SRR14000799_bin.12	98.65	0.671	0.347	175022	38	2272326	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G sp900548465	Yes
Animal	SRR14202256_bin.28	93.03	0	0.422	53253	64	2275232	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas sp900555395	Yes
Clinical	SRR12557734_bin.10	92.1	0.682	0.406	43410	88	2275554	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__	No
Animal	SRR14202216_bin.8	94.79	0.974	0.431	25733	119	2284289	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_B	s__	No
Clinical	SRR18191123_bin.48	91.61	0.894	0.351	40185	93	2289965	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__	No
Animal	SRR29429269_bin.44	97.98	0.894	0.406	43547	30	2296191	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Metalachnospira	s__Metalachnospira sp902406135	Yes
Animal	SRR15023602_bin.34	92.9	2.576	0.394	14089	247	2297056	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio sp900112855	Yes
Clinical	SRR23999417_bin.1	97.31	0	0.457	135236	28	2301798	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum sp001304995	Yes
Animal	ERR2282092_bin.64	91.77	4.113	0.579	64585	76	2306167	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG147	s__RUG147 sp900315495	Yes
Clinical	SRR17648430_bin.1	98.65	0	0.338	177313	43	2308562	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__Gallispira	s__Gallispira sp905201505	Yes
Animal	SRR29472742_bin.60	92.24	3.006	0.499	21485	149	2332651	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_G	s__	No
Clinical	SRR12442175_bin.32	96.82	0	37.09	68567	56	2340108	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	Yes
Animal	CRR537889_bin.17	94.93	1.52	0.484	17764	223	2342020	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Suipraeoptans	s__Suipraeoptans intestinalis	Yes
Clinical	CRR476081_bin.6	98.65	0	0.377	167699	33	2342700	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__HGM11808	s__HGM11808 sp900757025	Yes
Clinical	SRR12557734_bin.225	93.71	2.684	0.447	16912	180	2359958	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-882	s__CAG-882 sp934343915	Yes
Animal	SRR14202242_bin.2	98.73	0	0.367	68704	107	2379440	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__	No
Animal	ERR2027899_bin.24	94.1	0	0.587	49598	89	2381341	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA1066	s__UBA1066 sp900317045	Yes
Animal	ERR2027894_bin.59	99.36	0.791	0.435	31328	121	2383284	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas sp900316755	Yes
Animal	SRR14202215_bin.33	94.93	0	0.401	113451	48	2400299	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__	No
Clinical	SRR13077653_bin.3	98.4	1.2	53.25	98575	41	2400866	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__	No
Clinical	SRR18191122_bin.39	92.4	0.843	0.401	87827	51	2404093	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas sp900556835	Yes
Clinical	SRR12328938_bin.13	94.78	0	43.29	46366	96	2422965	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217 sp000436335	Yes
Clinical	ERR4283245_bin.1	90.44	0.896	0.488	20618	184	2433121	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter excrementipullorum	Yes
Animal	SRR15023593_bin.34	96.07	0	0.509	67836	59	2439831	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__NK4A144	s__NK4A144 sp003488445	Yes
Animal	SRR29757238_bin.30	94.93	1.265	0.529	33249	35	2443128	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Scatomonas	s__Scatomonas merdigallinarum	Yes
Clinical	SRR12557734_bin.167	95.3	0.503	0.411	77363	49	2446515	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__	No
Clinical	SRR14355319_bin.40	97.46	0.316	0.54	48715	91	2482218	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium sp004554245	Yes
Animal	ERR2027892_bin.45	93.39	0.783	0.522	128801	50	2484510	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-791	s__CAG-791 sp900317555	Yes
Animal	ERR2027892_bin.41	98.71	0	0.441	112420	26	2491068	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	s__Catonella sp900314885	Yes
Animal	SRR14202212_bin.21	91.81	0.536	0.431	139598	32	2493459	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__	No
Environment	ERR1725971_bin.9	91.86	1.508	0.463	58872	96	2502033	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-791	s__	No
Animal	ERR2027929_bin.50	93.67	1.898	0.447	27357	163	2503578	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA2942	s__UBA2942 sp900321525	Yes
Animal	SRR29472726_bin.39	95.09	1.433	0.463	43494	130	2510552	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__	No
Environment	ERR1713406_bin.35	92.24	1.436	0.426	50171	102	2519232	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAGPKJ01	s__JAGPKJ01 sp018053995	Yes
Clinical	SRR12557734_bin.14	95.97	0.692	0.391	70179	56	2523081	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAKRHR01	s__	No
Animal	SRR18233567_bin.26	97.31	0	0.329	38986	134	2535782	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Coprocola	s__Coprocola sp910587195	Yes
Animal	SRR14202207_bin.19	96.18	0.791	0.442	19952	207	2536148	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1370	s__	No
Clinical	SRR14017490_bin.19	97.29	0	0.405	58739	75	2544932	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JANFXS01	s__JANFXS01 sp024460105	Yes
Clinical	SRR17648369_bin.17	95.02	0.584	0.5	68736	60	2557660	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	No
Animal	SRR21163516_bin.43	91.17	0	0.494	38346	105	2560958	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pullilachnospira	s__	No
Animal	SRR21163440_bin.1	94.73	2.358	0.508	41761	86	2562849	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Massilistercora	s__Massilistercora gallistercoris	Yes
Animal	SRR29757221_bin.40	97.31	0.671	0.397	58476	256	2573211	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__	No
Clinical	ERR4283265_bin.50	95.94	1.149	0.427	54771	95	2585891	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__Eubacterium_I sp900546495	Yes
Animal	SRR29536188_bin.39	96.04	1.475	0.541	34008	437	2587354	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella sp944380095	Yes
Animal	SRR14202256_bin.37	98.1	0.632	0.406	86885	51	2588527	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAGZHZ01	s__JAGZHZ01 sp018366495	Yes
Clinical	SRR23999435_bin.13	96.64	0.061	0.449	41856	94	2595197	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum lactatifermentans	Yes
Clinical	ERR4283336_bin.26	99.32	0.671	0.333	150975	30	2604417	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-603	s__CAG-603 sp900066105	Yes
Animal	SRR29757220_bin.9	97.07	2.436	0.454	62396	92	2605467	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas caecigallum	Yes
Animal	ERR2027901_bin.9	95.56	0.21	0.498	47689	110	2605770	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Porcincola	s__Porcincola sp900318615	Yes
Clinical	SRR14355380_bin.62	95.56	1.898	0.459	81175	62	2611631	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__Choladocola sp003481535	Yes
Animal	ERR2027892_bin.13	96.61	1.026	0.462	66086	63	2614287	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp900316805	Yes
Animal	SRR29409649_bin.6	91.85	0	0.467	59018	113	2615505	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Egerieimonas_A	s__Egerieimonas_A sp944375815	Yes
Animal	SRR24359756_bin.45	91.81	0.671	0.397	15735	235	2616960	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-603	s__CAG-603 sp910583605	Yes
Animal	ERR2282092_bin.99	97.25	0	0.533	14185	270	2620753	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA1066	s__UBA1066 sp900313955	Yes
Animal	SRR18233562_bin.25	92.29	0.966	0.428	72385	54	2622317	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__1XD42-69	s__1XD42-69 sp910589105	Yes
Clinical	ERR4283246_bin.44	99.32	0.976	0.42	221146	25	2626142	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bacteroides_F	s__Bacteroides_F pectinophilus	Yes
Environment	SRR13776098_bin.4	99.03	0	0.399	26606	206	2629292	d__Bacteria	p__Bacillota_A	c__Thermosediminibacteria	o__Koleobacterales	f__UBA3567	g__UBA3567	s__	No
Animal	SRR29757226_bin.3	92.14	3.826	0.496	9978	250	2630611	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	No
Animal	SRR14202250_bin.21	96.52	0.402	0.502	131799	29	2640243	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	No
Animal	SRR29757216_bin.26	96.83	0.949	0.468	64324	695	2651077	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma sp944378225	Yes
Animal	CRR657436_bin.6	94.91	2.531	0.491	10031	375	2657659	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC164599	s__	No
Animal	CRR657448_bin.1	97.7	0.287	0.486	149665	31	2669978	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__1XD42-69	s__	No
Animal	SRR29757213_bin.12	93.65	1.413	0.485	29061	88	2671785	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	No
Animal	ERR2027929_bin.25	96.65	0.159	0.552	34032	160	2678782	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA1066	s__UBA1066 sp900315305	Yes
Animal	ERR2027901_bin.62	94.56	0.691	0.545	40717	122	2681364	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG306	s__RUG306 sp900316075	Yes
Clinical	SRR13077897_bin.9	99.98	1.5	46.27	172489	26	2685377	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__KLE1615	s__KLE1615 sp900066985	Yes
Clinical	SRR13077747_bin.10	91	1.45	43.02	69385	61	2685730	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger qucibialis	Yes
Clinical	SRR18191175_bin.24	96.64	0	0.442	152701	24	2710370	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp900549105	Yes
Animal	SRR29472729_bin.45	98.47	1.545	0.526	99352	141	2719165	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__HGM12545	s__HGM12545 sp900761925	Yes
Clinical	SRR14355429_bin.55	97.12	0	0.509	100592	58	2721096	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-791	s__CAG-791 sp000431495	Yes
Clinical	SRR20677876_bin.8	98.65	0	0.43	55159	79	2724887	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Scybalocola	s__Scybalocola sp900557175	Yes
