Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification
SRR13776096_bin.4,97.8,0,0.394,104546,51,2732263,d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__B5-G15;g__B5-G15;s__B5-G15 sp003645825
SRR13776096_bin.5,100,0,0.311,420751,19,1669016,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Thermosipho_A;s__Thermosipho_A sp017656345
SRR13776096_bin.6,99.9,0.849,0.478,62605,72,2586509,d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__VENG01;g__;s__
SRR13776096_bin.7,99,0,0.535,363733,8,1839974,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp011050175
SRR13776096_bin.8,94.36,1.483,0.554,6734,286,1564819,d__Bacteria;p__DTU030;c__DTU030;o__DTU030;f__;g__;s__
SRR13776096_bin.9,100,0,0.299,296886,19,1787000,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Thermosipho_A;s__Thermosipho_A sp017656335
SRR13776097_bin.11,94.87,3.675,0.598,20632,221,2393197,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__B3-G11;s__B3-G11 sp003648875
SRR13776097_bin.18,100,0,0.3,111692,69,1801217,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Thermosipho_A;s__Thermosipho_A sp017656335
SRR13776097_bin.19,95.76,0.706,0.487,23571,229,2445037,d__Bacteria;p__Bacillota_H;c__UBA994;o__PWPR01;f__;g__;s__
SRR13776097_bin.21,99,0.165,0.534,716888,5,1854735,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp011050175
SRR13776097_bin.5,91.45,2.991,0.604,12295,324,2556100,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__SZUA-217;s__
SRR13776097_bin.6,90.75,1.182,0.408,15934,293,2539681,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula sp019314105
SRR13776097_bin.8,91.73,1.724,0.43,11738,226,1774383,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__DSM-5069;g__B6-G13;s__B6-G13 sp003641785
SRR13776098_bin.1,98.27,1.724,0.407,142009,70,2384596,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Kosmotoga_B;s__Kosmotoga_B sp003643975
SRR13776098_bin.10,92.3,3.962,0.343,4772,486,1985568,d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__34-128;s__
SRR13776098_bin.11,98.11,0,0.428,28985,91,1901250,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__DSM-5069;g__B6-G13;s__B6-G13 sp003641785
SRR13776098_bin.12,98.97,0.527,0.474,128096,60,2844934,d__Bacteria;p__Bacillota_B;c__Moorellia;o__JADQBR01;f__JADQBR01;g__JACDOG01;s__JACDOG01 sp017656305
SRR13776098_bin.14,98.51,0,0.402,73929,43,2074834,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sp003663535
SRR13776098_bin.15,94.74,4.225,0.293,20043,193,2327078,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Thermohalobacteraceae;g__Caloranaerobacter;s__
SRR13776098_bin.16,97.8,0,0.395,113442,47,2687291,d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__B5-G15;g__B5-G15;s__B5-G15 sp003645825
SRR13776098_bin.2,98.46,0.85,0.466,59684,98,2951928,d__Bacteria;p__Bacillota_B;c__Moorellia;o__Desulfitibacterales;f__;g__;s__
SRR13776098_bin.4,99.03,0,0.399,26606,206,2629292,d__Bacteria;p__Bacillota_A;c__Thermosediminibacteria;o__Koleobacterales;f__UBA3567;g__UBA3567;s__
SRR13776098_bin.5,97.45,1.694,0.534,45613,58,1902112,d__Bacteria;p__Bacillota_G;c__UBA5301;o__UBA5301;f__UBA5301;g__JACDOJ01;s__JACDOJ01 sp017656135
SRR13776098_bin.6,98.24,0.526,0.48,23361,121,2088329,d__Bacteria;p__Thermotogota;c__Thermotogae;o__UBA12178;f__UBA12178;g__UBA12178;s__UBA12178 sp003641795
SRR13776098_bin.7,93.22,0,0.486,21489,143,2214625,d__Bacteria;p__Bacillota_H;c__UBA994;o__PWPR01;f__;g__;s__
SRR13776098_bin.8,99.23,0,0.385,130393,22,2097232,d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Thermosyntropha;s__Thermosyntropha sp017656155
SRR13776098_bin.9,100,0.036,0.521,279306,34,4711046,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica
SRR13776099_bin.10,94.91,1.348,0.553,14135,184,1807918,d__Bacteria;p__DTU030;c__DTU030;o__DTU030;f__;g__;s__
SRR13776099_bin.11,99,0,0.534,968102,5,1821408,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp011050175
SRR13776099_bin.12,97.8,0,0.394,110701,50,2735007,d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__B5-G15;g__B5-G15;s__B5-G15 sp003645825
SRR13776099_bin.13,100,2.28,0.48,24714,127,2109872,d__Bacteria;p__Thermotogota;c__Thermotogae;o__UBA12178;f__UBA12178;g__UBA12178;s__UBA12178 sp003641795
SRR13776099_bin.14,98.11,0,0.429,31221,114,1840545,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__DSM-5069;g__B6-G13;s__B6-G13 sp003641785
SRR13776099_bin.2,99.23,0,0.385,154787,24,2117803,d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Thermosyntropha;s__Thermosyntropha sp017656155
SRR13776099_bin.3,98.3,0,0.45,126421,35,2091082,d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__;g__;s__
SRR13776099_bin.5,97.2,0.582,0.298,108546,58,2565654,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Thermohalobacteraceae;g__Caloranaerobacter;s__
SRR13776099_bin.6,95.97,2.638,0.417,9543,328,2228221,d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__;g__;s__
SRR13776099_bin.9,99.36,1.265,0.423,35966,136,2363319,d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfohalotomaculaceae;g__Desulforadius;s__Desulforadius sp017656165
SRR13776100_bin.10,99,0,0.535,198972,13,1830427,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp011050175
SRR13776100_bin.11,92.3,1.098,0.394,42983,115,2581192,d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__B5-G15;g__B5-G15;s__B5-G15 sp003645825
SRR13776100_bin.14,99.36,1.265,0.424,54273,61,2230154,d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfohalotomaculaceae;g__Desulforadius;s__Desulforadius sp017656165
SRR13776100_bin.15,97.58,1.209,0.438,36731,97,2406868,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Ch29;f__JAENYD01;g__;s__
SRR13776100_bin.16,95.76,1.129,0.486,34215,105,2380699,d__Bacteria;p__Bacillota_H;c__UBA994;o__PWPR01;f__;g__;s__
SRR13776100_bin.2,90.95,1.726,0.609,3878,540,1715807,d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Ammonifexales;f__UBA12532;g__UBA12532;s__
SRR13776100_bin.3,94.67,1.724,0.429,25269,124,1883807,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__DSM-5069;g__B6-G13;s__B6-G13 sp003641785
SRR13776100_bin.4,99.9,1.486,0.477,69635,78,2703384,d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__VENG01;g__;s__
SRR13776100_bin.6,98.51,0,0.405,100959,39,2028904,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sp003663535
SRR13776100_bin.7,100,0.653,0.446,27122,141,2503395,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp002507545
SRR13776100_bin.8,99.34,1.307,0.433,49061,93,2303370,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sp017656505
SRR13776101_bin.13,94.06,0.847,0.44,5455,396,1703078,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__Thermovirga;s__Thermovirga sp017656375
SRR13776101_bin.16,94.77,0.98,0.487,17227,150,1744740,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__
SRR13776101_bin.22,98.33,0.833,0.327,198148,11,1669265,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium sp017656385
SRR13776101_bin.24,91.93,3.708,0.427,12440,899,8722529,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__UBA10656;s__UBA10656 sp002085445
SRR13776101_bin.3,94.44,1.726,0.289,8694,250,1485964,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium sp003641645
SRR13776101_bin.6,95.15,1.2,0.394,6338,256,1284639,d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JdFR-43;s__
SRR13776101_bin.7,99.34,1.96,0.458,36124,148,2365788,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp017656475
SRR13776102_bin.10,98.24,0.159,0.304,13494,157,1546451,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Thermosipho_A;s__Thermosipho_A sp017656335
SRR13776102_bin.3,100,0,0.437,77980,62,1737582,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__Thermovirga;s__Thermovirga sp017656375
SRR14455375_bin.13,94.96,1.955,0.378,11319,269,2119673,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum sp001548035
SRR14455375_bin.22,100,0.492,0.435,447854,22,5726799,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__DLKC01;s__DLKC01 sp002478885
SRR14455375_bin.24,91.17,1.635,0.679,72371,66,2722013,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Malikia;s__
SRR14455375_bin.28,92.28,1.203,0.373,7859,362,2234099,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp018054505
SRR14455375_bin.3,93.94,2.291,0.689,17619,190,2520078,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_G;s__
SRR14455375_bin.30,99.5,0.738,0.475,130915,42,3204349,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
SRR14455375_bin.33,90.04,0.528,0.418,22241,352,4246506,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADKBO01;s__
SRR14455375_bin.34,90.24,1.997,0.635,6501,579,2982096,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Rivicola;s__Rivicola pingtungensis
SRR14455375_bin.6,93.26,4.313,0.359,7026,729,4006278,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__
SRR14455375_bin.8,96.67,3.07,0.623,14339,390,3916991,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas caviae
SRR16108666_bin.1,93.1,0.574,0.613,7219,839,4747389,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA7805;g__JAIOPX01;s__
SRR16108666_bin.10,99.37,1.674,0.656,58877,82,3058080,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-12-FULL-67-15;g__2-12-FULL-67-15;s__2-12-FULL-67-15 sp016872535
SRR16108666_bin.12,97.24,2.185,0.543,23275,200,3032645,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__VGVZ01;s__VGVZ01 sp016873805
SRR16108666_bin.13,98.29,1.282,0.678,115089,49,2660858,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__PALSA-555;g__SHVJ01;s__SHVJ01 sp016870355
SRR16108666_bin.14,90.59,1.282,0.58,22657,117,1675660,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__BACL27 sp016871295
SRR16108666_bin.15,90.74,4.905,0.634,18964,204,2956576,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp016869555
SRR16108666_bin.16,94.71,2.727,0.614,27168,119,2216190,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__VGXG01;s__VGXG01 sp016873395
SRR16108666_bin.17,91.75,1.098,0.685,47441,175,3220580,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__PNKL01;s__PNKL01 sp016871855
SRR16108666_bin.20,93.01,2.521,0.424,16709,217,2416912,d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__UBA2466;s__UBA2466 sp016875135
SRR16108666_bin.21,93.18,2.727,0.604,53853,48,1649633,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__VGXF01;s__VGXF01 sp016873435
SRR16108666_bin.23,95.14,0.738,0.474,15023,358,2875374,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp002412985
SRR16108666_bin.24,96.99,0.546,0.452,45975,78,2007328,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__RGEC01;s__RGEC01 sp016868535
SRR16108666_bin.26,92.37,1.741,0.699,18180,228,3085922,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__SP197;f__SP197;g__VGDP01;s__VGDP01 sp016869675
SRR16108666_bin.27,90.98,1.107,0.628,35952,108,2749887,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp016869435
SRR16108666_bin.28,94.52,0.801,0.386,31737,145,2913977,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii
SRR16108666_bin.29,96.87,1.206,0.459,21565,158,2040765,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp009925045
SRR16108666_bin.3,97.97,2.027,0.556,37440,262,5829657,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__SIBE01;g__SIBE01;s__SIBE01 sp016871515
SRR16108666_bin.30,96.69,0.55,0.647,57441,83,2347855,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__VGZT01;s__VGZT01 sp016872495
SRR16108666_bin.33,92.3,3.162,0.629,20737,149,1691388,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__F1-60-MAGs027;s__
SRR16108666_bin.34,99.83,1.123,0.586,50615,197,5703981,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXKJ01;s__SXKJ01 sp016872645
SRR16108666_bin.35,93.06,1.98,0.734,26743,195,2856016,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__VGNK01;s__VGNK01 sp016866055
SRR16108666_bin.39,94.08,3.04,0.661,11408,395,3361164,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__VHCN01;g__VHCN01;s__VHCN01 sp016871675
SRR16108666_bin.45,92.8,0.103,0.667,29844,124,2286525,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYIB01;s__SYIB01 sp016873115
SRR16108666_bin.47,95.6,4.395,0.666,23759,306,4719098,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__SICG01;s__SICG01 sp016867395
SRR16108666_bin.49,98.47,0,0.479,13381,282,2502790,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__Methyloglobulus sp016874115
SRR16108666_bin.5,99.45,0.136,0.642,172896,60,4339726,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri
SRR16108666_bin.52,95.64,0,0.636,15220,190,2070908,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__F1-60-MAGs104;s__F1-60-MAGs104 sp016873335
SRR16108666_bin.53,98.02,0.246,0.446,80325,60,2579310,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp016868455
SRR16108666_bin.55,95.53,1.973,0.326,19365,220,2692965,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__DSXH01;s__DSXH01 sp016873835
SRR16108666_bin.57,99.57,0,0.476,93366,28,1610533,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp016867975
SRR16108666_bin.60,95.33,2.475,0.689,55533,67,2367716,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SCUD01;s__SCUD01 sp016874295
SRR16108666_bin.61,97.17,0.1,0.613,157157,25,2473370,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp016869535
SRR16108666_bin.64,95.45,3.409,0.602,66654,189,6621714,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__SIAQ01;s__SIAQ01 sp016872605
SRR16108666_bin.65,92.58,4.612,0.618,57983,101,3144474,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp016869595
SRR16108666_bin.66,92.44,4.93,0.603,12168,508,4101063,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__;s__
SRR16108666_bin.67,98.05,1.941,0.448,138765,18,1488181,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__VHBL01;s__VHBL01 sp016871995
SRR16108666_bin.68,92.31,1.974,0.666,19494,185,2477390,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__PFJX01 sp016873935
SRR16108666_bin.70,98.38,2.688,0.65,18194,347,4223182,d__Bacteria;p__Poribacteria;c__WGA-4E;o__GCA-2687025;f__GCA-2687025;g__VGLH01;s__VGLH01 sp016866785
SRR16108666_bin.71,95.45,2.272,0.629,34313,309,7383645,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__VGYC01;s__VGYC01 sp016873095
SRR16108666_bin.78,97.72,0,0.714,53155,105,3565667,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__UBA2386 sp016872675
SRR16108666_bin.8,96.28,4.729,0.6,18657,564,6948825,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__SIBE01;g__VHCZ01;s__VHCZ01 sp016871535
SRR16108666_bin.80,94.36,0.476,0.518,44040,65,2071775,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__F1-60-MAGs140;s__F1-60-MAGs140 sp016872215
SRR16108667_bin.10,98.05,1.379,0.661,97438,53,3129362,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
SRR16108667_bin.17,97.63,0,0.606,162330,81,5919232,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__VGZA01;s__VGZA01 sp016872775
SRR16108667_bin.19,91.02,2.136,0.58,17476,144,1716603,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__BACL27 sp016871295
SRR16108667_bin.2,93.27,3.109,0.423,22735,186,2459554,d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__UBA2466;s__UBA2466 sp016875135
SRR16108667_bin.21,96.58,4.273,0.651,58377,117,3060780,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__SYFT01;s__SYFT01 sp016871335
SRR16108667_bin.25,96.99,0,0.452,39244,88,1968094,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__RGEC01;s__RGEC01 sp016868535
SRR16108667_bin.28,97.72,0,0.714,87301,81,3574796,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__UBA2386 sp016872675
SRR16108667_bin.30,90.8,2.314,0.576,56261,99,2566773,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__UBA964 sp016874055
SRR16108667_bin.31,98.05,1.941,0.448,138766,18,1492292,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__VHBL01;s__VHBL01 sp016871995
SRR16108667_bin.38,96.21,0,0.667,43144,93,2312443,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYIB01;s__SYIB01 sp016873115
SRR16108667_bin.40,94.64,0.136,0.385,38972,131,3104274,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii
SRR16108667_bin.41,96.59,2.272,0.602,79575,134,5881075,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__SIAQ01;s__SIAQ01 sp016872605
SRR16108667_bin.43,99.93,1.123,0.587,43871,234,5739418,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXKJ01;s__SXKJ01 sp016872645
SRR16108667_bin.44,96.58,1.282,0.678,124938,72,2870068,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__PALSA-555;g__SHVJ01;s__SHVJ01 sp016870355
SRR16108667_bin.45,95.6,4.595,0.666,100790,117,4738041,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__SICG01;s__SICG01 sp016867395
SRR16108667_bin.48,97.21,2.38,0.615,27678,128,2238039,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__VGXG01;s__VGXG01 sp016873395
SRR16108667_bin.49,93.88,4.523,0.516,83037,45,2133695,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__F1-60-MAGs140;s__F1-60-MAGs140 sp016872215
SRR16108667_bin.52,98.64,2.027,0.556,35205,280,5899508,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__SIBE01;g__SIBE01;s__SIBE01 sp016871515
SRR16108667_bin.53,95,2.727,0.603,92027,71,1935867,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__VGXF01;s__VGXF01 sp016873435
SRR16108667_bin.56,94.79,2.84,0.632,15227,245,2232867,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__F1-60-MAGs104;s__F1-60-MAGs104 sp016873335
SRR16108667_bin.57,92.15,3.181,0.613,10685,522,3628033,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__SYGV01;s__SYGV01 sp016873495
SRR16108667_bin.58,99.32,4.729,0.601,17297,690,7682668,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__SIBE01;g__VHCZ01;s__VHCZ01 sp016871535
SRR16108667_bin.6,96.69,0,0.647,67270,69,2340710,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__VGZT01;s__VGZT01 sp016872495
SRR16108667_bin.60,95.04,1.98,0.734,65503,72,2970146,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__VGNK01;s__VGNK01 sp016866055
SRR16108667_bin.63,98.52,0.246,0.446,78686,63,2581218,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp016868455
SRR16108667_bin.68,91.32,3.623,0.689,68329,52,2310395,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SCUD01;s__SCUD01 sp016874295
SRR16108667_bin.69,94.82,0.086,0.714,19815,174,2387419,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__VGBV01 sp016870325
SRR16108667_bin.7,91.02,2.67,0.701,54451,141,4929245,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__VGLJ01;s__VGLJ01 sp016866775
