Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification
SRR17230218_bin.49,92.74,1.075,0.415,11483,309,2448764,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910578105
SRR17230218_bin.6,93.58,0.754,0.489,73586,65,2736823,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella dubosii
SRR17230218_bin.7,98.27,2.586,0.312,29150,135,2210324,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri
SRR17230218_bin.8,93.49,1.36,0.556,152910,33,2756102,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
SRR17230219_bin.10,98.3,0.125,0.456,117618,55,2494614,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR17230219_bin.11,97.07,2.791,0.605,61252,63,2016880,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910575495
SRR17230219_bin.13,94.33,3.616,0.41,7176,376,2082787,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__C-19 sp910586285
SRR17230219_bin.16,99.12,1.639,0.384,24730,154,2034727,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_D
SRR17230219_bin.18,92.45,1.32,0.572,77236,40,2267275,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910584905
SRR17230219_bin.20,98.41,2.531,0.511,32507,157,3279951,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC164599;s__MGBC164599 sp910575625
SRR17230219_bin.21,96.03,0,0.509,105093,33,2447997,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
SRR17230219_bin.29,92.06,0.632,0.495,27525,192,3661500,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp009774145
SRR17230219_bin.3,97.78,0,0.512,56598,86,2274219,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016;s__
SRR17230219_bin.31,99.47,0.523,0.399,59441,78,2313274,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR17230219_bin.37,99.15,0.377,0.473,67923,64,2629341,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__
SRR17230219_bin.39,94.9,0.377,0.503,59976,51,2100272,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565
SRR17230219_bin.4,98.1,0.494,0.493,46007,113,3941806,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp910575565
SRR17230219_bin.42,98.93,0.709,0.44,43384,98,2804958,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp009936045
SRR17230219_bin.43,94.52,1.32,0.562,76153,41,2272686,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305
SRR17230219_bin.46,99.03,1.55,0.337,320079,67,2145314,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus taiwanensis
SRR17230219_bin.47,94.3,1.919,0.453,39890,191,4118571,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp009774615
SRR17230219_bin.5,95.72,0.88,0.465,56370,70,2907254,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002362485
SRR17230219_bin.50,94.9,0,0.534,91551,44,2624529,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp011959565
SRR17230219_bin.51,92.23,2.294,0.507,18626,297,3920649,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655
SRR17230219_bin.6,97.04,0.084,0.532,58784,89,2672696,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__
SRR17230219_bin.9,100,0,0.587,20983,149,2218432,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__Rikenella sp910579375
SRR17230220_bin.1,94.33,1.32,0.57,77817,41,2303291,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910584905
SRR17230220_bin.13,98.3,0.377,0.503,70163,54,2183064,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565
SRR17230220_bin.15,93.58,0.125,0.555,86530,33,2109831,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002490635
SRR17230220_bin.17,97.92,0.754,0.509,104719,36,2543220,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
SRR17230220_bin.19,99.47,0.523,0.399,59384,84,2312977,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR17230220_bin.21,96.41,0.566,0.562,82977,36,2290157,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305
SRR17230220_bin.22,99.05,0.503,0.472,75343,51,2629733,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__
SRR17230220_bin.25,100,0,0.284,35174,149,2935302,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia cocleata
SRR17230220_bin.26,98.58,0.709,0.44,46201,112,2824967,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp009936045
SRR17230220_bin.28,99.45,0.546,0.383,44944,109,2215787,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_D
SRR17230220_bin.29,97.23,0.377,0.466,59497,65,2872503,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002362485
SRR17230220_bin.30,97.92,1.509,0.527,54856,65,2493683,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910578365
SRR17230220_bin.31,98.3,0.125,0.456,145539,30,2445114,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR17230220_bin.32,97.6,0,0.587,26978,131,2218544,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__Rikenella sp910579375
SRR17230220_bin.37,100,1.132,0.393,41687,72,2225541,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus sp943193185
SRR17230220_bin.4,100,0.362,0.511,70614,67,2293081,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016;s__
SRR17230220_bin.6,98.3,0.251,0.531,86479,68,2946528,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp011959565
SRR17230220_bin.8,99.03,1.55,0.337,320652,36,2081046,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus taiwanensis
SRR17230221_bin.12,97.5,0.512,0.449,168551,60,4830626,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR17230221_bin.13,100,1.729,0.348,41200,133,2142936,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Fimiplasma;s__Fimiplasma sp910588165
SRR17230221_bin.14,97.65,0.632,0.458,35671,179,3892066,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp910577645
SRR17230221_bin.15,95.13,2.578,0.505,14271,257,2496860,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp013316675
SRR17230221_bin.16,99.76,0.588,0.359,27283,110,1771465,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C hepaticus
SRR17230221_bin.18,99.05,0,0.286,38345,129,2733254,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia cocleata
SRR17230221_bin.19,92.75,0.537,0.417,9586,369,2514101,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910578105
SRR17230221_bin.21,97.95,0,0.556,146795,31,2815023,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
SRR17230221_bin.22,97.03,2.425,0.424,42158,88,2205261,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis
SRR17230221_bin.23,95.85,2.334,0.584,8288,366,2093370,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910587675
SRR17230221_bin.24,98.42,2.641,0.562,72699,67,2434859,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689685
SRR17230221_bin.25,93.07,1.132,0.557,25969,118,1983850,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002490635
SRR17230221_bin.27,94.82,2.586,0.311,17403,193,2142701,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri
SRR17230221_bin.28,96.41,0.377,0.491,52141,68,2511374,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri
SRR17230221_bin.29,92.21,3.175,0.45,6675,555,2947707,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335
SRR17230221_bin.3,96.18,0.849,0.488,60254,73,2725632,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella dubosii
SRR17230221_bin.30,95.28,1.132,0.458,88717,42,2268526,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR17230221_bin.32,91.32,2.83,0.516,33404,113,2438390,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910587235
SRR17230221_bin.34,95.97,0.377,0.492,34097,140,3081609,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775375
SRR17230221_bin.37,95.66,1.132,0.523,49732,102,3044764,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp002494015
SRR17230221_bin.38,99.55,0,0.601,89383,39,2035592,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis
SRR17230221_bin.39,99.03,0.16,0.569,301590,17,2169934,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR17230221_bin.40,98.11,2.291,0.542,51893,81,2301999,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium
SRR17230221_bin.43,99.47,0.261,0.397,34322,131,2275644,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR17230221_bin.44,99.37,0.625,0.496,84446,66,2442248,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella sp009767915
SRR17230221_bin.46,96.79,0.188,0.506,68951,68,2756713,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale
SRR17230221_bin.48,99.05,0.11,0.501,67944,65,2703559,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum gordoncarteri
SRR17230221_bin.6,97.92,2.264,0.509,85393,43,2529413,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
SRR17230221_bin.8,100,0.274,0.69,261956,23,2275612,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__NM07-P-09;s__NM07-P-09 sp004793665
SRR17230222_bin.1,99.58,0.795,0.359,24943,108,1762802,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C hepaticus
SRR17230222_bin.10,98.11,2.291,0.543,57546,80,2290410,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium
SRR17230222_bin.11,98.11,0,0.286,36714,148,2825624,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia cocleata
SRR17230222_bin.13,95.19,1.939,0.64,27002,102,1709281,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895
SRR17230222_bin.16,100,0,0.601,89331,39,2035934,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis
SRR17230222_bin.18,95.9,2.144,0.468,52246,113,3875858,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp000403455
SRR17230222_bin.19,93.7,0.754,0.486,77186,80,2825843,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella dubosii
SRR17230222_bin.20,96.6,0.503,0.523,64153,115,2589786,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris
SRR17230222_bin.23,100,1.257,0.349,101960,40,2046136,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Fimiplasma;s__Fimiplasma sp910588165
SRR17230222_bin.24,97.03,2.425,0.426,46065,70,2093604,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis
SRR17230222_bin.25,100,1.081,0.692,377905,23,2251706,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__NM07-P-09;s__NM07-P-09 sp004793665
SRR17230222_bin.26,96.41,1.132,0.521,45045,122,3247362,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp002494015
SRR17230222_bin.28,97.88,1.582,0.45,48308,135,3717330,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp910584785
SRR17230222_bin.29,96.72,0.377,0.493,35301,147,3260457,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775375
SRR17230222_bin.3,95.4,0.659,0.496,71935,84,4419873,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655
SRR17230222_bin.31,98.67,0,0.458,91338,42,2303471,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR17230222_bin.32,98.6,0,0.399,33551,95,2090285,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR17230222_bin.33,99.37,0.625,0.496,79199,50,2408609,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella sp009767915
SRR17230222_bin.34,93.05,0.566,0.557,32834,96,2028958,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002490635
SRR17230222_bin.38,94.3,1.72,0.505,12751,266,2437806,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp013316675
SRR17230222_bin.39,96.22,0.188,0.507,67407,64,2725103,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale
SRR17230222_bin.4,96.41,0.377,0.528,98189,33,2053190,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA3263;s__UBA3263 sp001689615
SRR17230222_bin.40,94.93,0.632,0.459,79457,88,3836696,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp910577645
SRR17230222_bin.42,97.35,2.586,0.311,39915,95,2196217,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri
SRR17230222_bin.43,97.64,0.943,0.563,17716,193,2332235,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689685
SRR17230222_bin.44,92.6,0.632,0.447,33347,215,4037075,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp009774615
SRR17230222_bin.47,97.59,0.641,0.567,154408,30,2174873,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR17230222_bin.49,97.16,0.754,0.491,54022,65,2527445,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri
SRR17230222_bin.5,95.36,3.243,0.447,20745,269,3322659,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335
SRR17230222_bin.50,97.95,0,0.557,156358,31,2806992,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
SRR17230222_bin.51,99.42,0.512,0.448,163080,46,5008415,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR17230222_bin.52,99.24,2.578,0.421,125032,72,4791932,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
SRR17230222_bin.6,93.64,1.006,0.486,72653,55,2691809,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum faecis
SRR17230222_bin.8,95.96,0.806,0.413,53775,79,2598977,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910578105
SRR17230222_bin.9,96.57,1.075,0.508,5312,575,2264007,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016;s__MGBC163016 sp910588945
SRR18233560_bin.1,94.85,0.223,0.407,64097,41,1824341,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__RACS-045;s__RACS-045 sp910584635
SRR18233560_bin.10,96.64,0.838,0.489,102688,36,2519971,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__
SRR18233560_bin.12,97.03,0.574,0.432,49835,114,3569583,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp910588855
SRR18233560_bin.13,97.84,0.537,0.448,44187,109,2605999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910589025
SRR18233560_bin.16,99.19,0,0.696,147486,20,1919920,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__NM07-P-09;s__
SRR18233560_bin.17,99.22,0,0.344,52544,79,2036269,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii
SRR18233560_bin.2,97.63,0.021,0.61,49124,65,2400813,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp910575755
SRR18233560_bin.20,98.67,0.377,0.481,74720,55,2800188,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum faecis
SRR18233560_bin.22,96.55,0,0.443,87173,278,4411419,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
SRR18233560_bin.23,95.97,2.413,0.512,80553,81,3766972,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910587755
SRR18233560_bin.24,99.58,0.353,0.359,126690,44,1742524,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C hepaticus
SRR18233560_bin.29,97.41,3.448,0.312,54386,90,2542987,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum sp910586745
SRR18233560_bin.3,99.82,0.706,0.366,107153,40,1801583,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D ganmani
SRR18233560_bin.32,97.98,0.766,0.456,80649,75,3764851,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp011960065
SRR18233560_bin.34,95.41,0,0.601,60502,65,2448507,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495
SRR18233560_bin.35,96.53,0.574,0.485,60138,98,3496434,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__
SRR18233560_bin.36,95.67,0.48,0.64,119016,22,1678470,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895
SRR18233560_bin.37,94.85,0.223,0.431,57783,54,1810652,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__RACS-045;s__RACS-045 sp910579785
SRR18233560_bin.38,98.2,2.886,0.336,46979,147,4061836,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC136627;s__MGBC136627 sp910585935
SRR18233560_bin.41,97.16,2.291,0.552,40866,82,2018385,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium
SRR18233560_bin.42,98.22,0,0.433,138919,28,2145013,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella sp003512875
SRR18233560_bin.44,90.93,0.806,0.316,116630,41,1553200,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC100798;s__MGBC100798 sp910583995
SRR18233560_bin.45,100,0.444,0.632,62299,58,2008441,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium globosum
SRR18233560_bin.47,92.3,0,0.598,71518,36,1793809,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825
SRR18233560_bin.48,98.07,0.256,0.574,102797,38,2058318,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
