Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification
SRR17230213_bin.26,94.52,0.566,0.562,82977,34,2232935,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305
SRR17230213_bin.27,98.3,0.377,0.472,75343,49,2635633,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__
SRR17230213_bin.28,99.66,0.275,0.505,45804,236,5229223,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
SRR17230213_bin.29,97.23,0.377,0.467,55687,120,3055714,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002362485
SRR17230213_bin.38,99.64,0.236,0.439,132624,48,2890137,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp009936045
SRR17230213_bin.39,100,0,0.585,25655,140,2349066,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__Rikenella sp910579375
SRR17230213_bin.40,100,0.943,0.405,28023,144,2324524,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__C-19 sp910586285
SRR17230213_bin.42,97.59,0.641,0.578,42519,97,2268207,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910587675
SRR17230213_bin.43,99.47,0.523,0.398,58498,85,2333331,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR17230213_bin.48,94.59,0.525,0.473,22704,147,2270545,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__JAFLTL01;s__JAFLTL01 sp910578395
SRR17230213_bin.49,100,0,0.284,32672,141,2905985,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia cocleata
SRR17230213_bin.5,99.44,1.944,0.326,211994,21,2790205,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus
SRR17230213_bin.50,95.16,0,0.455,58009,61,1937145,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp910578765
SRR17230213_bin.51,92.26,0.943,0.574,87110,53,2295402,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910584905
SRR17230213_bin.8,93.77,0.377,0.503,81570,46,2062404,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565
SRR17230213_bin.9,100,1.123,0.512,56597,129,2438090,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016;s__
SRR17230214_bin.1,93.91,3.846,0.636,33067,79,1735481,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895
SRR17230214_bin.11,99.05,3.522,0.457,119111,40,2589865,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR17230214_bin.12,93.67,3.208,0.437,59808,185,4656878,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp910585895
SRR17230214_bin.13,92,0.377,0.505,70077,93,2209782,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565
SRR17230214_bin.14,94.15,0.566,0.561,91789,34,2272226,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305
SRR17230214_bin.18,94.53,3.712,0.606,63155,67,1993053,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910575495
SRR17230214_bin.19,95.16,0,0.433,160993,23,2350691,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp009935865
SRR17230214_bin.20,90.43,1.602,0.582,17505,179,2110272,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910587675
SRR17230214_bin.21,99.45,0.546,0.384,62008,73,2051672,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_D
SRR17230214_bin.23,95.16,0,0.454,63992,47,1930410,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp910578765
SRR17230214_bin.27,94.33,2.515,0.557,81582,35,2140809,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002490635
SRR17230214_bin.28,94.33,0.943,0.572,77236,40,2257685,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910584905
SRR17230214_bin.29,94.41,2.075,0.53,32946,114,2378820,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910578365
SRR17230214_bin.3,98.3,0,0.534,86479,76,2806516,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp011959565
SRR17230214_bin.31,93.62,1.74,0.634,32562,175,2593832,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910579965
SRR17230214_bin.32,100,2.688,0.448,78440,55,2636279,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910589025
SRR17230214_bin.33,99.03,1.55,0.337,320316,33,1998565,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus taiwanensis
SRR17230214_bin.34,96.47,0.377,0.466,56369,66,2810295,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002362485
SRR17230214_bin.35,99.05,0.754,0.472,75352,58,2643338,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__
SRR17230214_bin.37,98.56,0,0.587,25824,129,2230207,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__Rikenella sp910579375
SRR17230214_bin.39,97.29,1.351,0.35,58294,132,4015613,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp009774235
SRR17230214_bin.40,96.03,1.132,0.509,104734,33,2491120,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
SRR17230214_bin.41,99.64,0,0.439,128564,47,2932507,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp009936045
SRR17230214_bin.42,96.92,1.923,0.25,53996,15,585151,d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__Ureaplasma sp910589685
SRR17230214_bin.47,99.47,0.523,0.398,53742,99,2365114,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR17230214_bin.5,92.34,1.295,0.368,7288,286,1642406,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D ganmani
SRR17230214_bin.6,95.54,2.107,0.494,76656,106,4648419,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655
SRR17230214_bin.8,95.21,1.776,0.451,68691,79,3353159,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
SRR17230215_bin.1,95.57,2.173,0.528,38473,159,3742459,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp910587865
SRR17230215_bin.10,100,1.257,0.349,134961,29,2146895,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Fimiplasma;s__Fimiplasma sp910588165
SRR17230215_bin.12,97.16,0.377,0.522,43753,105,3027622,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp002494015
SRR17230215_bin.13,91.61,1.267,0.478,32839,135,3451443,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp910574715
SRR17230215_bin.14,100,0,0.691,262189,16,2092494,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__NM07-P-09;s__NM07-P-09 sp004793665
SRR17230215_bin.15,99.55,0,0.601,77622,44,2028532,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis
SRR17230215_bin.16,97.92,1.176,0.509,79421,46,2469625,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
SRR17230215_bin.17,99.94,0.353,0.36,144725,23,1727979,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C hepaticus
SRR17230215_bin.19,97.95,0,0.556,414668,26,2797164,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
SRR17230215_bin.2,92.1,1.559,0.478,64051,78,3052778,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp000403455
SRR17230215_bin.20,95.66,1.132,0.491,51915,65,2454742,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri
SRR17230215_bin.21,96.41,0.411,0.527,98189,36,2064126,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA3263;s__UBA3263 sp001689615
SRR17230215_bin.22,94.81,2.56,0.427,14956,233,2099335,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis
SRR17230215_bin.24,98.67,2.389,0.518,63898,67,2671563,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris
SRR17230215_bin.25,98.22,2.586,0.312,51175,79,2228282,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri
SRR17230215_bin.26,99.05,0,0.457,72692,49,2316108,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR17230215_bin.29,99.42,0.641,0.449,181084,61,5151302,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR17230215_bin.3,100,0,0.284,35729,170,2844094,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia cocleata
SRR17230215_bin.30,95.67,0.192,0.578,34181,95,1934826,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR17230215_bin.31,95.84,0.471,0.487,28445,105,2083392,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp009775535
SRR17230215_bin.33,92.61,0.671,0.48,112805,36,2696389,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910574015
SRR17230215_bin.34,97.16,0.188,0.506,70224,70,2801374,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale
SRR17230215_bin.37,99.47,0.261,0.4,33551,104,2161198,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR17230215_bin.38,96.91,0,0.562,81855,64,2360904,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689685
SRR17230215_bin.39,90.36,1.459,0.499,6151,482,2280200,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp910576545
SRR17230215_bin.4,96.83,0.949,0.452,159255,47,3558566,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp910584785
SRR17230215_bin.40,94.65,0.716,0.416,13261,289,2651988,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910578105
SRR17230215_bin.43,96.16,0.073,0.518,20641,170,2183958,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016;s__MGBC163016 sp910588945
SRR17230215_bin.45,91.23,0,0.563,6175,413,2017641,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp009936035
SRR17230215_bin.46,99.37,0.625,0.495,75148,96,2606886,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella sp009767915
SRR17230215_bin.5,95.27,0.754,0.504,24170,152,2535859,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp013316675
SRR17230215_bin.51,98.1,0,0.458,72923,84,3903267,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp910577645
SRR17230216_bin.10,97.8,0.934,0.385,63659,65,1982320,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri
SRR17230216_bin.11,100,0.222,0.601,97547,35,2039126,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis
SRR17230216_bin.12,99.03,1.602,0.573,161955,19,2102809,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR17230216_bin.13,97.03,2.425,0.427,46065,74,2102488,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis
SRR17230216_bin.14,94.9,0.377,0.49,56502,64,2520360,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri
SRR17230216_bin.15,99.94,0.353,0.36,117418,27,1729065,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C hepaticus
SRR17230216_bin.19,97.56,0.537,0.416,37231,136,2744615,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910578105
SRR17230216_bin.2,100,0.274,0.691,292749,19,2256749,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__NM07-P-09;s__NM07-P-09 sp004793665
SRR17230216_bin.20,95.91,1.442,0.642,34949,76,1707364,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895
SRR17230216_bin.21,99.05,0,0.457,85540,46,2329186,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR17230216_bin.22,99.37,0.625,0.496,79199,54,2417441,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella sp009767915
SRR17230216_bin.24,99.47,0.523,0.398,27969,127,2255430,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR17230216_bin.26,97.95,0,0.556,156358,43,2781664,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
SRR17230216_bin.27,97.16,0.377,0.516,36790,94,2579856,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910587235
SRR17230216_bin.28,100,0,0.284,34529,120,2702648,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia cocleata
SRR17230216_bin.3,92.24,1.679,0.342,78753,56,2196804,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675
SRR17230216_bin.30,99.03,0.512,0.449,177285,41,4777676,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR17230216_bin.31,97.16,0,0.487,51549,67,2142967,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp009775535
SRR17230216_bin.32,92.07,1.823,0.524,61577,57,2412657,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris
SRR17230216_bin.33,97.92,0.754,0.509,84042,45,2490878,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
SRR17230216_bin.34,94.94,0.88,0.505,15481,221,2481641,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp013316675
SRR17230216_bin.35,93.67,0.754,0.486,95277,56,2674595,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella dubosii
SRR17230216_bin.36,93.77,0.268,0.517,8801,336,2029625,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016;s__MGBC163016 sp910588945
SRR17230216_bin.38,98.8,0.471,0.561,70266,65,2403562,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689685
SRR17230216_bin.40,95.84,0.377,0.528,76654,35,2026739,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA3263;s__UBA3263 sp001689615
SRR17230216_bin.42,97.7,1.92,0.489,87303,105,4928485,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655
SRR17230216_bin.43,98.22,2.586,0.312,45863,86,2240891,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri
SRR17230216_bin.44,94.9,0.188,0.507,68952,63,2718516,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale
SRR17230216_bin.45,97.4,0.786,0.349,15689,208,1984996,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Fimiplasma;s__Fimiplasma sp910588165
SRR17230216_bin.46,92.26,0.377,0.523,49178,96,2818267,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp002494015
SRR17230216_bin.9,98.73,1.265,0.459,85634,78,3898499,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp910577645
SRR17230217_bin.1,96.95,0.641,0.579,42308,91,1939250,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR17230217_bin.10,95.17,2.237,0.446,27179,211,3434619,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335
SRR17230217_bin.12,99.55,0,0.601,58426,53,2029860,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis
SRR17230217_bin.16,98.11,1.257,0.352,16454,178,1931672,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Fimiplasma;s__Fimiplasma sp910588165
SRR17230217_bin.17,94.71,1.635,0.523,64152,55,2441127,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris
SRR17230217_bin.18,96.87,2.586,0.312,13468,282,2243791,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri
SRR17230217_bin.19,95.28,0.377,0.522,48352,95,2859185,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp002494015
SRR17230217_bin.23,93.28,4.11,0.436,81707,87,3367939,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910575665
SRR17230217_bin.24,99.94,0.353,0.359,53924,53,1770162,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C hepaticus
SRR17230217_bin.28,94.15,1.656,0.474,58368,92,3881906,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp910574715
SRR17230217_bin.3,97.42,0.949,0.457,52032,135,3907634,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp910577645
SRR17230217_bin.30,97.92,0.566,0.506,68968,64,2834064,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale
SRR17230217_bin.32,94.15,0,0.489,27429,117,2052150,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp009775535
SRR17230217_bin.34,98.67,1.132,0.458,86540,42,2299581,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR17230217_bin.35,99.37,0.625,0.496,72580,59,2419830,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella sp009767915
SRR17230217_bin.36,90.18,1.898,0.476,103171,60,3839753,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__UBA3402 sp910585435
SRR17230217_bin.37,99.42,0.512,0.449,131222,44,4835035,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR17230217_bin.38,97.16,0.754,0.508,109575,39,2496471,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
SRR17230217_bin.41,97.95,0,0.556,126847,26,2782084,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
SRR17230217_bin.42,100,0,0.691,89174,29,2090507,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__NM07-P-09;s__NM07-P-09 sp004793665
SRR17230217_bin.43,90.54,1.481,0.497,30614,203,4152729,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp009911175
SRR17230217_bin.44,96.91,0.125,0.562,74103,68,2354419,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689685
SRR17230217_bin.46,94.3,0.537,0.417,12416,311,2597029,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910578105
SRR17230217_bin.47,98.3,0.388,0.49,47531,78,2537389,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri
SRR17230217_bin.6,99.05,0,0.284,27849,144,2630724,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia cocleata
SRR17230217_bin.9,96.85,0.574,0.49,72203,136,5018954,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655
